Index,Premise,Original Word,Best Synonym
2307,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,.,Four mass are walking along a city sidewalk and the one in the green hat is talking on a cell phone 
2308,A group of people is walking down the street and a person in a green hat is on the phone,group,grouping
2308,A group of people is walking down the street and a person in a green hat is on the phone,.,A grouping of people is walking down the street and a person in a green hat is on the phone 
2309,A woman is standing at dusk on an almost pristine, snowy road, that is lit only by headlights,woman,fair_sex
2309,A woman is standing at dusk on an almost pristine, snowy road, that is lit only by headlights,.,A fair_sex is standing at dusk on an almost pristine , snowy road , that is lit only by headlights 
2310,A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights,man,human_being
2310,A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights,.,A human_being is standing at dusk on an almost pristine road covered by snow , that is lit only by headlights 
2311,A person is standing in the snow at the edge of a mountain,person,individual
2311,A person is standing in the snow at the edge of a mountain,.,A individual is standing in the snow at the edge of a mountain 
2312,Three women are sitting together near woven walls,women,woman
2312,Three women are sitting together near woven walls,.,Three woman are sitting together near woven walls 
2313,Three women are sitting in a village,women,woman
2313,Three women are sitting in a village,.,Three woman are sitting in a village 
2314,Some women are sitting together near woven walls,women,woman
2314,Some women are sitting together near woven walls,.,Some woman are sitting together near woven walls 
2315,Three women are sitting together near woven walls,women,woman
2315,Three women are sitting together near woven walls,.,Three woman are sitting together near woven walls 
2316,A surfer in a black wetsuit is riding a foamy wave,surfer,surfboarder
2316,A surfer in a black wetsuit is riding a foamy wave,.,A surfboarder in a black wetsuit is riding a foamy wave 
2317,A surfer is surfing a small wave,surfer,surfboarder
2317,A surfer is surfing a small wave,.,A surfboarder is surfing a small wave 
2318,A man in a red jacket and khaki pants is walking through an European state,man,human_being
2318,A man in a red jacket and khaki pants is walking through an European state,.,A human_being in a red jacket and khaki pants is walking through an European state 
2319,A person in a red jacket and khaki pants is walking through an American state,person,individual
2319,A person in a red jacket and khaki pants is walking through an American state,.,A individual in a red jacket and khaki pants is walking through an American state 
2320,A man in a red jacket and khaki pants is walking through an American state,man,human_being
2320,A man in a red jacket and khaki pants is walking through an American state,.,A human_being in a red jacket and khaki pants is walking through an American state 
2321,A person with a red hooded jacket and a black backpack is walking near a rocky wall,person,individual
2321,A person with a red hooded jacket and a black backpack is walking near a rocky wall,.,A individual with a red hooded jacket and a black backpack is walking near a rocky wall 
2322,A kid is splashing in the pool,kid,child
2322,A kid is splashing in the pool,.,A child is splashing in the pool 
2323,Two children are playing,children,child
2323,Two children are playing,.,Two child are playing 
2324,A kid is splashing in the ocean,kid,child
2324,A kid is splashing in the ocean,.,A child is splashing in the ocean 
2325,Two children are playing in the surf,children,child
2325,Two children are playing in the surf,.,Two child are playing in the surf 
2326,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,man,human_being
2326,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,.,The human_being dressed in leather chaps and a purple shirt is standing in front of someone lookers 
2327,Two dogs are running and trying to catch a soccer ball,dogs,dog
2327,Two dogs are running and trying to catch a soccer ball,.,Two dog are running and trying to catch a soccer ball 
2328,Two dogs on a lawn are playing with a plastic toy,dogs,dog
2328,Two dogs on a lawn are playing with a plastic toy,.,Two dog on a lawn are playing with a plastic toy 
2329,Two people dressed in green and red costumes are outside on the seashore,people,mass
2329,Two people dressed in green and red costumes are outside on the seashore,.,Two mass dressed in green and red costumes are outside on the seashore 
2330,People in costumes are sitting in the street,People,people
2330,People in costumes are sitting in the street,.,people in costumes are sitting in the street 
2331,A dog is in the sand that is blowing in the wind,dog,hound
2331,A dog is in the sand that is blowing in the wind,.,A hound is in the sand that is blowing in the wind 
2332,The black and white dog is sitting on a green yard,dog,hound
2332,The black and white dog is sitting on a green yard,.,The black and white hound is sitting on a green yard 
2333,The black and white dog is running outdoors,dog,hound
2333,The black and white dog is running outdoors,.,The black and white hound is running outdoors 
2334,A man and a woman are jumping on the curb,man,human_being
2334,A man and a woman are jumping on the curb,.,A human_being and a woman are jumping on the curb 
2335,A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man,woman,fair_sex
2335,A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man,.,A fair_sex wearing a blue shirt and high heels is standing on the sidewalk next to the man 
2336,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,woman,fair_sex
2336,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,.,A fair_sex wearing a blue shirt and high heels is standing on the sidewalk next to a man 
2337,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,woman,fair_sex
2337,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,.,A fair_sex wearing a blue shirt and high heels is standing on the sidewalk next to a man 
2338,A dog is jumping in the shade of some trees,dog,hound
2338,A dog is jumping in the shade of some trees,.,A hound is jumping in the shade of some trees 
2339,A cat is jumping high into the air in the country,cat,guy
2339,A cat is jumping high into the air in the country,.,A guy is jumping high into the air in the country 
2340,A dog is jumping high into the air in the country,dog,hound
2340,A dog is jumping high into the air in the country,.,A hound is jumping high into the air in the country 
2341,A dog is jumping high into the air in the country,dog,hound
2341,A dog is jumping high into the air in the country,.,A hound is jumping high into the air in the country 
2342,A dog is jumping high into the air in the country,dog,hound
2342,A dog is jumping high into the air in the country,.,A hound is jumping high into the air in the country 
2343,A man on a green bike is performing tricks on a dirt ramp,man,human_being
